profile_id,opportunity_id,chat_message,major,city,skills,interest,program_type,work_mode,company_name,program_name,opportunity_role_cluster,opportunity_required_skills,opportunity_preferred_skills,target_score,predicted_score,absolute_error
ds-remote-coop,39,DS student seeking remote COOP in machine learning and data analysis.,DS,,python; pandas; scikit-learn,,COOP,Remote,Saudi Food & Drug Authority (SFDA),COOP training (First semester 2025-2026 intake),Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring,40.0,49.25509317955058,9.255093179550578
ds-remote-coop,105,DS student seeking remote COOP in machine learning and data analysis.,DS,,python; pandas; scikit-learn,,COOP,Remote,Savvy Games Group,Cooperative Training Program (Co-op),Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring,40.0,49.25509317955058,9.255093179550578
ds-remote-coop,38,DS student seeking remote COOP in machine learning and data analysis.,DS,,python; pandas; scikit-learn,,COOP,Remote,BSF (Banque Saudi Fransi),COOP / Internship,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring,40.0,49.25509317955058,9.255093179550578
ds-remote-coop,87,DS student seeking remote COOP in machine learning and data analysis.,DS,,python; pandas; scikit-learn,,COOP,Remote,Banque Saudi Fransi (BSF),Coop Training Program,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring,40.0,49.25509317955058,9.255093179550578
cs-iau-backend,116,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,Lucidya,Technical Internship or Coop – Lucidya,Machine Learning,linux; networking; cybersecurity fundamentals; security fundamentals; python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing,61.0,70.24274427937858,9.242744279378584
de-cloud-dammam,68,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,Banque Saudi Fransi (BSF),COOP Training,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring,33.5,42.742238183840215,9.242238183840215
ds-scientist-jeddah,131,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,Hewlett Packard Enterprise (HPE),College Intern (Coop),Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,43.0,52.2299908934307,9.229990893430703
ds-scientist-jeddah,152,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,Schneider Electric,Co-op Intern (Engineering) - Al Khobar (Jan–Aug 2026),Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,43.0,52.2299908934307,9.229990893430703
ds-scientist-jeddah,130,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,Aon,IT Co-op Trainee 2026,Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,43.0,52.2299908934307,9.229990893430703
ds-gpa-ielts,39,Data science student with GPA 4.5 and IELTS looking for internship in Riyadh.,DS,Riyadh,sql; python,,Internship,On-site,Saudi Food & Drug Authority (SFDA),COOP training (First semester 2025-2026 intake),Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring,35.0,44.187992444563605,9.187992444563605
cs-iau-backend,39,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,Saudi Food & Drug Authority (SFDA),COOP training (First semester 2025-2026 intake),Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring,47.5,56.68560348064251,9.185603480642513
cs-iau-backend,90,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,NHC,COOP Trainee,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring,47.5,56.68560348064251,9.185603480642513
ce-network-dhahran,93,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,HUED,HUED COOP Program 2026,Software Engineering,python; apis; sql; git; javascript; html; css; react,docker; testing; cloud; rest apis; typescript; ui testing,49.0,58.16318599069478,9.163185990694778
ds-scientist-jeddah,126,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,Trendyol Group,Trendyol Tech Talent - Bootcamp & COOP Internship Program (Saudi Students Only),General Computing,,,41.0,50.162372164090925,9.162372164090925
ds-scientist-jeddah,88,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,Tech Economy,COOP Training Program,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring,38.5,47.659015972219,9.159015972219002
ds-scientist-jeddah,101,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,Alvarez & Marsal,COOP Training Program,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring,38.5,47.659015972219,9.159015972219002
ds-scientist-jeddah,99,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,Mobily,Cooperative Training Program,Cybersecurity,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,38.5,47.659015972219,9.159015972219002
qual-ielts-intern,24,Business-oriented CIS student with IELTS 6.5 seeking internship in Jeddah.,CIS,Jeddah,excel; sql,,Internship,On-site,MOZN,Data Science Intern,Data Science,python; machine learning; data analysis; sql; etl,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; statistics; pandas; visualization,51.17,60.32675395415869,9.156753954158688
cs-iau-backend,172,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,شركة الخدمات المدارة | Managed Services Company,Intern Cybersecurity Engineer,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring,69.5,60.3659623141468,9.134037685853201
ds-remote-coop,169,DS student seeking remote COOP in machine learning and data analysis.,DS,,python; pandas; scikit-learn,,COOP,Remote,Snbla | سنبله,Paid Internship Program (FinTech),FinTech,python; apis; sql; git,docker; testing; cloud; rest apis,42.67,51.79051638346144,9.120516383461435
ds-scientist-jeddah,57,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,IBM,"Automation, Data & AI – Intern",Cybersecurity,networking; linux; security fundamentals; cybersecurity fundamentals; python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing,43.33,52.44950217337868,9.119502173378685
remote-only-de,116,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,Lucidya,Technical Internship or Coop – Lucidya,Machine Learning,linux; networking; cybersecurity fundamentals; security fundamentals; python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing,48.5,57.61918732186093,9.119187321860927
ce-network-dhahran,66,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,Ministry of Finance (Saudi Arabia),Cooperative Training Program (Ministry of Finance),General Computing,,,40.0,49.09485196485726,9.094851964857263
ce-network-dhahran,33,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,National Center for Vegetation Cover Development & Combating Desertification (NCVC),COOP Training Program,General Computing,,,40.0,49.09485196485726,9.094851964857263
ce-network-dhahran,152,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,Schneider Electric,Co-op Intern (Engineering) - Al Khobar (Jan–Aug 2026),Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,69.0,59.91387430805401,9.086125691945988
ds-gpa-ielts,152,Data science student with GPA 4.5 and IELTS looking for internship in Riyadh.,DS,Riyadh,sql; python,,Internship,On-site,Schneider Electric,Co-op Intern (Engineering) - Al Khobar (Jan–Aug 2026),Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,34.5,43.56362038916309,9.063620389163091
de-cloud-dammam,102,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,Visa,COOP Trainee (Jan 2026),General Computing,,,33.5,42.55652129470749,9.056521294707487
de-cloud-dammam,46,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,ROSHN | COOP Trainee Program,COOP Trainee Program,General Computing,,,33.5,42.55652129470749,9.056521294707487
ds-remote-coop,146,DS student seeking remote COOP in machine learning and data analysis.,DS,,python; pandas; scikit-learn,,COOP,Remote,NCGR | المركز الوطني لنظم الموارد الحكومية,Coop Training Program,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring,44.5,53.549692348856965,9.049692348856965
